ZipCode,lat,long,st,et,airport,arrival/departure time,direction
SA34RU,51.573027,-4.020966,03:10,04:10,London Heathrow Airport,06:10,Out
L371PA,53.562363,-3.082966,04:30,05:30,London Gatwick Airport,07:30,Out
BD194HA,53.726135,-1.682434,03:35,04:35,London Heathrow Airport,06:35,Out
ST150JT,52.891602,-2.155306,03:10,04:10,London Heathrow Airport,06:10,Out
S267XR,53.315203,-1.281461,03:35,04:35,London Heathrow Airport,06:35,Out
LN22RL,53.264614,-0.48324,05:15,06:15,London Gatwick Airport,08:15,Out
ST55LD,52.969147,-2.320133,02:00,03:00,Manchester Airport,05:00,Out
BS248PQ,51.326126,-2.89351,03:35,04:35,London Heathrow Airport,06:35,Out
CV32QH,52.391428,-1.456185,03:40,04:40,London Gatwick Airport,06:40,Out
NP109DY,51.595937,-3.061054,03:55,04:55,London Heathrow Airport,06:55,Out
CB99HL,52.089783,0.42703,03:40,04:40,London Gatwick Airport,06:40,Out
B927DU,52.433177,-1.810519,04:00,05:00,London Gatwick Airport,07:00,Out
B945DU,52.355729,-1.849757,03:35,04:35,London Heathrow Airport,06:35,Out
BN254EE,50.769478,0.125213,03:55,04:55,London Heathrow Airport,06:55,Out
BN213DA,50.766307,0.289423,04:00,05:00,London Gatwick Airport,07:00,Out
SN68EB,51.596259,-1.65691,03:35,04:35,London Heathrow Airport,06:35,Out
HP65HX,51.678341,-0.607288,03:50,04:50,London Gatwick Airport,06:50,Out
SM54PR,51.350242,-0.157836,03:35,04:35,London Heathrow Airport,06:35,Out
PO207HB,50.794186,-0.83588,04:00,05:00,London Gatwick Airport,07:00,Out
SW153BZ,51.453602,-0.226409,03:50,04:50,London Gatwick Airport,06:50,Out
HP79EW,51.668908,-0.59598,03:50,04:50,London Gatwick Airport,06:50,Out
HP65SB,51.689891,-0.647673,03:35,04:35,London Heathrow Airport,06:35,Out
GU67LR,51.13322,-0.472787,03:55,04:55,London Heathrow Airport,06:55,Out
BN71PX,50.877278,-0.002158,03:50,04:50,London Gatwick Airport,06:50,Out
WD33AR,51.643246,-0.448764,03:10,04:10,London Heathrow Airport,06:10,Out
BR31HZ,51.408547,-0.03199,03:50,04:50,London Gatwick Airport,06:50,Out
DA13LF,51.441496,0.187763,03:40,04:40,London Gatwick Airport,06:40,Out
ME89RX,51.344674,0.595617,03:50,04:50,London Gatwick Airport,06:50,Out
RG423RR,51.424628,-0.717557,03:40,04:40,London Gatwick Airport,06:40,Out
BR29PF,51.3914,0.032186,03:40,04:40,London Gatwick Airport,06:40,Out
SW1V3NB,51.487302,-0.136258,04:05,05:05,London Gatwick Airport,07:05,Out
SM38AW,51.357177,-0.220726,03:50,04:50,London Gatwick Airport,06:50,Out
IP172LS,52.272362,1.443351,05:35,04:35,London Heathrow Airport,05:35,In
UB70DU,51.482652,-0.451398,03:35,04:35,London Heathrow Airport,06:35,Out
UB70DU,51.482652,-0.451398,03:35,04:35,London Heathrow Airport,06:35,Out
B744TT,52.58708,-1.844158,05:35,04:35,London Heathrow Airport,05:35,In
UB70DU,51.482652,-0.451398,03:35,04:35,London Heathrow Airport,06:35,Out
UB70DU,51.482652,-0.451398,03:35,04:35,London Heathrow Airport,06:35,Out
UB70DU,51.482652,-0.451398,03:35,04:35,London Heathrow Airport,06:35,Out
CW124NL,53.164717,-2.238634,08:30,09:30,London Gatwick Airport,11:30,Out
UB70DU,51.482652,-0.451398,06:35,07:35,London Heathrow Airport,09:35,Out
UB70DU,51.482652,-0.451398,03:35,04:35,London Heathrow Airport,06:35,Out
UB70DU,51.482652,-0.451398,03:35,04:35,London Heathrow Airport,06:35,Out
UB70DU,51.482652,-0.451398,03:35,04:35,London Heathrow Airport,06:35,Out
UB70DU,51.482652,-0.451398,03:35,04:35,London Heathrow Airport,06:35,Out
UB70DU,51.482652,-0.451398,03:35,04:35,London Heathrow Airport,06:35,Out
UB70DU,51.482652,-0.451398,03:35,04:35,London Heathrow Airport,06:35,Out
UB70DU,51.482652,-0.451398,03:35,04:35,London Heathrow Airport,06:35,Out
CM167DS,51.673573,0.087706,04:50,05:50,London Heathrow Airport,07:50,Out
BR36PT,51.404642,-0.011094,04:35,05:35,London Gatwick Airport,07:35,Out
ME207QJ,51.294173,0.465817,04:25,05:25,London Gatwick Airport,07:25,Out
BR33FW,51.391884,-0.019726,04:35,05:35,London Gatwick Airport,07:35,Out
UB70DU,51.482652,-0.451398,03:55,04:55,London Heathrow Airport,06:55,Out
S810LT,53.322984,-1.116381,08:30,09:30,London Gatwick Airport,11:30,Out
UB70DU,51.482652,-0.451398,03:55,04:55,London Heathrow Airport,06:55,Out
UB70DU,51.482652,-0.451398,03:55,04:55,London Heathrow Airport,06:55,Out
UB70DU,51.482652,-0.451398,03:55,04:55,London Heathrow Airport,06:55,Out
UB70DU,51.482652,-0.451398,03:55,04:55,London Heathrow Airport,06:55,Out
UB70DU,51.482652,-0.451398,03:55,04:55,London Heathrow Airport,06:55,Out
UB70DU,51.482652,-0.451398,06:55,07:55,London Heathrow Airport,09:55,Out
UB70DU,51.482652,-0.451398,06:55,07:55,London Heathrow Airport,09:55,Out
UB70DU,51.482652,-0.451398,03:55,04:55,London Heathrow Airport,06:55,Out
UB70DU,51.482652,-0.451398,03:55,04:55,London Heathrow Airport,06:55,Out
NR256JP,52.906677,1.102438,08:30,09:30,London Heathrow Airport,11:30,Out
PO211AY,50.79027,-0.672193,05:15,06:15,London Gatwick Airport,08:15,Out
HA20PT,51.569996,-0.357077,04:45,05:45,London Heathrow Airport,07:45,Out
RH16BE,51.234836,-0.181873,04:30,05:30,London Gatwick Airport,07:30,Out
CV377JZ,52.183729,-1.696512,06:25,05:25,London Heathrow Airport,06:25,In
LS249JS,53.883377,-1.275138,06:25,05:25,London Heathrow Airport,06:25,In
NN156UQ,52.375418,-0.696237,06:25,05:25,London Heathrow Airport,06:25,In
BH232HD,50.748861,-1.800748,06:25,05:25,London Heathrow Airport,06:25,In
LL237LB,52.949349,-3.503442,06:25,05:25,London Heathrow Airport,06:25,In
SN58LZ,51.54906,-1.833805,06:25,05:25,London Heathrow Airport,06:25,In
SS166EZ,51.563964,0.421244,06:25,05:25,London Heathrow Airport,06:25,In
ME138LF,51.310973,0.890154,06:25,05:25,London Heathrow Airport,06:25,In
WA160TL,53.300881,-2.401626,06:25,05:25,London Heathrow Airport,06:25,In
RG47PX,51.479354,-0.985651,06:25,05:25,London Heathrow Airport,06:25,In
HR36BE,52.067845,-3.000209,06:25,05:25,London Heathrow Airport,06:25,In
BH217DA,50.829636,-1.944025,06:25,05:25,London Heathrow Airport,06:25,In
DE139BN,52.848671,-1.656284,06:25,05:25,London Heathrow Airport,06:25,In
CV57AN,52.406861,-1.557101,06:25,05:25,London Heathrow Airport,06:25,In
IG117XF,51.533757,0.090011,06:30,05:30,London Gatwick Airport,06:30,In
SS177JY,51.528941,0.449505,06:25,05:25,London Heathrow Airport,06:25,In
PL143QN,50.451101,-4.458364,06:30,05:30,London Gatwick Airport,06:30,In
TN249DR,51.162946,0.88525,06:25,05:25,London Heathrow Airport,06:25,In
LU72SY,51.922861,-0.670726,06:25,05:25,London Heathrow Airport,06:25,In
TN110PP,51.177792,0.330383,06:25,05:25,London Heathrow Airport,06:25,In
UB81AX,51.550155,-0.475947,06:30,05:30,London Heathrow Airport,06:30,In
OL50EZ,53.517492,-2.043559,06:25,05:25,London Heathrow Airport,06:25,In
CF355HL,51.50682,-3.527041,08:30,09:30,London Gatwick Airport,11:30,Out
RH159RG,50.949972,-0.145486,06:30,05:30,London Gatwick Airport,06:30,In
TN221DU,50.972811,0.099753,06:45,05:45,London Heathrow Airport,06:45,In
S714FR,53.600844,-1.450089,06:30,05:30,London Heathrow Airport,06:30,In
S714RT,53.598607,-1.470063,06:30,05:30,London Heathrow Airport,06:30,In
AL35HU,51.763126,-0.329235,06:30,05:30,London Heathrow Airport,06:30,In
AL109FF,51.777096,-0.238381,06:30,05:30,London Heathrow Airport,06:30,In
BA113HY,51.233823,-2.321639,07:35,08:35,London Gatwick Airport,10:35,Out
DN220LN,53.268711,-0.834107,11:30,12:30,London Heathrow Airport,14:30,Out
TA14JX,51.006325,-3.124612,08:30,09:30,London Gatwick Airport,11:30,Out
N146HP,51.636714,-0.119949,06:45,05:45,London Heathrow Airport,06:45,In
SL90DW,51.613349,-0.549572,06:45,05:45,London Heathrow Airport,06:45,In
KT229LS,51.295992,-0.344743,06:45,05:45,London Heathrow Airport,06:45,In
GU47NX,51.267966,-0.570347,06:45,05:45,London Heathrow Airport,06:45,In
NG161QA,52.983026,-1.228339,06:00,07:00,East Midlands Airport,09:00,Out
BH26BY,50.724263,-1.887935,06:45,05:45,London Heathrow Airport,06:45,In
LE159JG,52.563714,-0.737978,06:55,05:55,London Heathrow Airport,06:55,In
WS107NE,52.547495,-2.035992,08:30,09:30,London Gatwick Airport,11:30,Out
IP92HL,52.005333,1.041921,07:50,08:50,London Gatwick Airport,10:50,Out
NG44BP,52.977331,-1.074028,08:30,09:30,London Heathrow Airport,11:30,Out
PE67XE,52.607541,-0.191237,08:30,09:30,London Gatwick Airport,11:30,Out
HA54HF,51.614226,-0.367049,06:25,07:25,London Heathrow Airport,09:25,Out
WV44SS,52.557367,-2.175063,08:30,09:30,London Heathrow Airport,11:30,Out
HA26AS,51.587751,-0.352192,06:25,07:25,London Heathrow Airport,09:25,Out
ME59HN,51.330098,0.520947,06:55,07:55,London Gatwick Airport,09:55,Out
PE93JL,52.642163,-0.479798,08:30,09:30,London Heathrow Airport,11:30,Out
BH234SE,50.74464,-1.736165,08:30,09:30,London Heathrow Airport,11:30,Out
PO123QA,50.791223,-1.147719,08:30,09:30,London Heathrow Airport,11:30,Out
SO311AH,50.872247,-1.266804,08:30,09:30,London Heathrow Airport,11:30,Out
BN235AR,50.797106,0.329188,08:30,09:30,London Gatwick Airport,11:30,Out
TW208QE,51.407241,-0.536794,08:00,09:00,London Gatwick Airport,11:00,Out
N212QN,51.635209,-0.095243,08:30,09:30,London Heathrow Airport,11:30,Out
PO12NS,50.789421,-1.101714,09:50,08:50,London Gatwick Airport,09:50,In
KT108ED,51.3832,-0.352866,09:50,08:50,London Gatwick Airport,09:50,In
TN119HX,51.21696,0.240596,09:50,08:50,London Gatwick Airport,09:50,In
GU470SJ,51.35475,-0.782513,09:50,08:50,London Gatwick Airport,09:50,In
NR280SD,52.854494,1.423757,09:50,08:50,London Gatwick Airport,09:50,In
BN18XF,50.857961,-0.154623,09:50,08:50,London Gatwick Airport,09:50,In
PL74JX,50.389946,-4.063224,09:50,08:50,London Gatwick Airport,09:50,In
GU168SX,51.321809,-0.734002,09:50,08:50,London Gatwick Airport,09:50,In
PE252LU,53.152314,0.319138,09:45,10:45,London Gatwick Airport,12:45,Out
CO64HY,51.97234,0.868731,09:50,08:50,London Gatwick Airport,09:50,In
SS87DB,51.515408,0.596982,09:50,08:50,London Gatwick Airport,09:50,In
TW62GA,51.473271,-0.487799,09:50,08:50,London Gatwick Airport,09:50,In
KT234BS,51.275221,-0.360228,09:50,08:50,London Gatwick Airport,09:50,In
CR52SR,51.318014,-0.13354,09:50,08:50,London Gatwick Airport,09:50,In
GU470TJ,51.354736,-0.780244,09:50,08:50,London Gatwick Airport,09:50,In
BH316BN,50.873088,-1.858531,09:50,08:50,London Gatwick Airport,09:50,In
TA15HS,51.006599,-3.134411,09:50,08:50,London Gatwick Airport,09:50,In
AL49EP,51.779235,-0.305011,08:30,09:30,London Heathrow Airport,11:30,Out
LU34DJ,51.922947,-0.440445,08:30,09:30,London Heathrow Airport,11:30,Out
GU290EU,50.950488,-0.752598,09:15,10:15,London Gatwick Airport,12:15,Out
UB70DU,51.482652,-0.451398,08:30,09:30,London Heathrow Airport,11:30,Out
RH37JL,51.228939,-0.283914,10:40,09:40,London Heathrow Airport,10:40,In
LE102HN,52.524148,-1.358935,11:00,10:00,London Heathrow Airport,11:00,In
S401RZ,53.236542,-1.457145,11:00,10:00,London Heathrow Airport,11:00,In
RH185HQ,51.094638,0.031417,11:00,10:00,London Heathrow Airport,11:00,In
WF28JP,53.667056,-1.529124,11:00,10:00,London Heathrow Airport,11:00,In
CF320HF,51.507236,-3.625174,11:00,10:00,London Heathrow Airport,11:00,In
EX311PR,51.088525,-4.059047,11:00,10:00,London Heathrow Airport,11:00,In
GL127RP,51.606562,-2.336571,11:00,10:00,London Heathrow Airport,11:00,In
NR46RG,52.608008,1.27783,11:00,10:00,London Heathrow Airport,11:00,In
EN89DL,51.705209,-0.035845,11:00,10:00,London Heathrow Airport,11:00,In
OX169YP,52.055742,-1.328361,11:00,10:00,London Heathrow Airport,11:00,In
TW179DQ,51.393933,-0.447409,11:00,10:00,London Heathrow Airport,11:00,In
SO517RU,50.996543,-1.49393,11:00,10:00,London Heathrow Airport,11:00,In
YO613BL,54.123577,-1.190874,11:00,10:00,London Heathrow Airport,11:00,In
SA66PU,51.682023,-3.939066,11:00,10:00,London Heathrow Airport,11:00,In
HD34UZ,53.64808,-1.839774,11:00,10:00,London Heathrow Airport,11:00,In
SN146LB,51.511799,-2.158225,11:00,10:00,London Heathrow Airport,11:00,In
CF238RA,51.539263,-3.131026,11:00,10:00,London Heathrow Airport,11:00,In
RG456DG,51.368815,-0.811503,11:00,10:00,London Heathrow Airport,11:00,In
HU143QJ,53.740999,-0.492541,11:00,10:00,London Heathrow Airport,11:00,In
CO92HE,51.941955,0.647516,11:00,10:00,London Heathrow Airport,11:00,In
CM120LD,51.637088,0.40678,11:00,10:00,London Heathrow Airport,11:00,In
LE96NX,52.525194,-1.211968,11:00,10:00,London Heathrow Airport,11:00,In
SO316UA,50.860891,-1.268375,11:00,10:00,London Heathrow Airport,11:00,In
S103QU,53.370709,-1.541005,11:20,10:20,Manchester Airport,11:20,In
PR83EN,53.607876,-3.021255,14:50,15:50,London Heathrow Airport,17:50,Out
ML68TU,55.840983,-3.95723,12:45,11:45,Glasgow International Airport Terminal M,12:45,In
M336NX,53.427737,-2.328794,13:00,12:00,Manchester Airport,13:00,In
M297EH,53.49347,-2.468771,13:00,12:00,Manchester Airport,13:00,In
M263YY,53.559687,-2.347629,13:00,12:00,Manchester Airport,13:00,In
GL29PS,51.899671,-2.212983,13:15,12:15,London Heathrow Airport,13:15,In
SS93PP,51.549482,0.633428,13:15,12:15,London Heathrow Airport,13:15,In
BN435NT,50.842197,-0.283224,13:15,12:15,London Heathrow Airport,13:15,In
HU143PJ,53.736697,-0.50067,13:15,12:15,London Heathrow Airport,13:15,In
SG142WS,51.810712,-0.100036,13:15,12:15,London Heathrow Airport,13:15,In
RH159JH,50.946139,-0.1363,13:15,12:15,London Heathrow Airport,13:15,In
MK437DH,52.204188,-0.603659,13:20,12:20,London Luton Airport,13:20,In
NG321JW,52.88197,-0.708792,13:15,12:15,London Heathrow Airport,13:15,In
DN320BZ,53.55091,-0.083554,16:00,17:00,London Heathrow Airport,19:00,Out
UB68PT,51.540802,-0.347096,13:20,12:20,London Luton Airport,13:20,In
M418UP,53.451242,-2.388468,13:25,12:25,Manchester Airport,13:25,In
B311XH,52.433821,-1.979181,13:30,12:30,East Midlands Airport,13:30,In
EX348BZ,51.206333,-4.12772,13:45,12:45,Bristol Airport,13:45,In
TW62GA,51.473271,-0.487799,14:20,13:20,London Gatwick Airport,14:20,In
PE316DE,52.798664,0.553108,14:20,13:20,London Gatwick Airport,14:20,In
DT63NZ,50.730766,-2.757664,14:20,13:20,London Gatwick Airport,14:20,In
GL513QN,51.884838,-2.114275,14:20,13:20,London Gatwick Airport,14:20,In
MK403BS,52.143541,-0.448832,14:20,13:20,London Gatwick Airport,14:20,In
LE60GY,52.65904,-1.230073,14:50,15:50,London Heathrow Airport,17:50,Out
MK418LE,52.154578,-0.43424,14:20,13:20,London Gatwick Airport,14:20,In
CO57EA,51.856394,0.946935,14:50,15:50,London Heathrow Airport,17:50,Out
BH232HH,50.745736,-1.793349,14:50,15:50,London Heathrow Airport,17:50,Out
SG142PJ,51.807977,-0.093304,14:50,15:50,London Heathrow Airport,17:50,Out
SE91HX,51.451595,0.058665,14:50,15:50,London Heathrow Airport,17:50,Out
MK455DY,52.010645,-0.455585,14:50,15:50,London Heathrow Airport,17:50,Out
KT212GA,51.302348,-0.306225,14:10,15:10,London Gatwick Airport,17:10,Out
TA37RR,50.906714,-3.122451,16:50,15:50,Exeter Airport,16:50,In
NE299QG,55.028006,-1.461028,17:00,16:00,Newcastle Airport,17:00,In
WS120FH,52.708612,-1.967333,17:55,16:55,London Heathrow Airport,17:55,In
LU73BT,51.937956,-0.654788,17:55,16:55,London Luton Airport,17:55,In
RH103HE,51.143611,-0.079549,17:55,16:55,London Heathrow Airport,17:55,In
HA40SN,51.564485,-0.387632,17:55,16:55,London Luton Airport,17:55,In
IP119QF,51.969199,1.362419,18:00,17:00,Stanstead Airport,18:00,In
N89EU,51.575453,-0.11851,18:25,17:25,London Gatwick Airport,18:25,In
AL14NY,51.756729,-0.314446,18:25,17:25,London Gatwick Airport,18:25,In
S614RG,53.449454,-1.371833,18:30,17:30,Manchester Airport,18:30,In
SS00DX,51.55914,0.671284,18:35,17:35,London Gatwick Airport,18:35,In
TN306LR,51.073598,0.693246,18:35,17:35,London Gatwick Airport,18:35,In
SL44SA,51.453494,-0.688367,18:35,17:35,London Gatwick Airport,18:35,In
SS41TF,51.595184,0.703246,18:35,17:35,London Gatwick Airport,18:35,In
NG162HB,53.001861,-1.271634,18:45,17:45,Birmingham Airport,18:45,In
PL267AG,50.32683,-4.790429,18:45,17:45,Birmingham Airport,18:45,In
CV358EB,52.227991,-1.611396,18:45,17:45,Birmingham Airport,18:45,In
GU214YE,51.340242,-0.543493,20:25,19:25,London Gatwick Airport,20:25,In
BN412HH,50.849114,-0.220818,20:25,19:25,London Gatwick Airport,20:25,In
SK95PX,53.331959,-2.248757,21:10,20:10,Manchester Airport,21:10,In
TR114NP,50.146209,-5.063754,21:15,20:15,Newquay Airport,21:15,In
M202TD,53.414213,-2.235245,21:10,20:10,Manchester Airport,21:10,In
IV363YJ,57.659331,-3.61008,21:30,20:30,Aberdeen Airport,21:30,In
SP97NH,51.242964,-1.663012,21:50,20:50,London Heathrow Airport,21:50,In
LE102EQ,52.528711,-1.345145,21:50,20:50,London Heathrow Airport,21:50,In
RH108XH,51.126452,-0.167538,21:50,20:50,London Heathrow Airport,21:50,In
HG45BU,54.143521,-1.491886,21:50,20:50,London Heathrow Airport,21:50,In
BS307SE,51.451932,-2.489896,21:50,20:50,London Heathrow Airport,21:50,In
NR70AY,52.638645,1.336611,21:50,20:50,London Heathrow Airport,21:50,In
AL49SD,51.769588,-0.312605,21:50,20:50,London Heathrow Airport,21:50,In
DN209PF,53.511757,-0.521755,21:50,20:50,London Heathrow Airport,21:50,In
UB70DU,51.482652,-0.451398,21:50,20:50,London Heathrow Airport,21:50,In
UB70DU,51.482652,-0.451398,21:50,20:50,London Heathrow Airport,21:50,In
WA52AN,53.389255,-2.654285,21:50,20:50,London Heathrow Airport,21:50,In
UB70DU,51.482652,-0.451398,21:50,20:50,London Heathrow Airport,21:50,In
SA174ES,51.708921,-4.244028,21:50,20:50,London Heathrow Airport,21:50,In
DE128HG,52.736319,-1.640904,21:50,20:50,London Heathrow Airport,21:50,In
ST150EU,52.884182,-2.170646,21:50,20:50,London Heathrow Airport,21:50,In
DY98YF,52.452359,-2.103366,21:50,20:50,London Heathrow Airport,21:50,In
KT70YP,51.391231,-0.342675,22:10,21:10,London Gatwick Airport,22:10,In
S89BH,53.349434,-1.471711,22:15,21:15,East Midlands Airport,22:15,In
CW56LF,53.064227,-2.512177,23:20,22:20,Manchester Airport,23:20,In
SA732RL,51.722556,-5.025048,04:55,05:55,London Heathrow Airport,07:55,Out
HU74TF,53.779104,-0.302182,04:55,05:55,London Heathrow Airport,07:55,Out
SL45PZ,51.481806,-0.646814,03:40,04:40,London Heathrow Airport,06:40,Out
DN46DU,53.502016,-1.07728,04:55,05:55,London Heathrow Airport,07:55,Out
SL16LH,51.521832,-0.639948,03:40,04:40,London Heathrow Airport,06:40,Out
SY186JB,52.459454,-3.532545,04:55,05:55,Manchester Airport,07:55,Out
BN161NQ,50.810285,-0.486365,03:30,04:30,London Gatwick Airport,06:30,Out
ME185HN,51.227393,0.40588,03:30,04:30,London Gatwick Airport,06:30,Out
GL52SS,51.716602,-2.197226,04:55,05:55,London Heathrow Airport,07:55,Out
CO79QZ,51.867775,0.955001,04:55,05:55,London Heathrow Airport,07:55,Out
BN149JB,50.833895,-0.369036,03:30,04:30,London Gatwick Airport,06:30,Out
KT151UF,51.372293,-0.496775,03:30,04:30,London Gatwick Airport,06:30,Out
PL22RB,50.395118,-4.158862,04:10,05:10,Exeter Airport,07:10,Out
BS200LL,51.480976,-2.692994,04:10,05:10,Exeter Airport,07:10,Out
SE249HQ,51.451197,-0.094363,03:30,04:30,London Gatwick Airport,06:30,Out
DE76LN,52.969758,-1.366919,06:55,07:55,London Gatwick Airport,09:55,Out
SS95QQ,51.571905,0.65532,04:55,05:55,London Heathrow Airport,07:55,Out
TN62HN,51.047593,0.183618,04:55,05:55,London Heathrow Airport,07:55,Out
RH161PW,51.009135,-0.111495,04:55,05:55,London Heathrow Airport,07:55,Out
BH316TE,50.875961,-1.862047,05:55,04:55,London Gatwick Airport,05:55,In
CT130QL,51.269008,1.326558,05:55,04:55,London Gatwick Airport,05:55,In
KT205LX,51.312968,-0.216568,05:55,04:55,London Gatwick Airport,05:55,In
WD173DY,51.666468,-0.414654,05:55,04:55,London Gatwick Airport,05:55,In
IP38RW,52.044788,1.205426,05:55,04:55,London Gatwick Airport,05:55,In
RH125PD,51.084465,-0.311594,05:55,04:55,London Gatwick Airport,05:55,In
RH193NY,51.125277,0.00808,05:55,04:55,London Gatwick Airport,05:55,In
RH193XU,51.125713,0.007842,05:55,04:55,London Gatwick Airport,05:55,In
TN131RT,51.255548,0.195176,05:55,04:55,London Gatwick Airport,05:55,In
IP45RD,52.065151,1.215626,05:55,04:55,London Gatwick Airport,05:55,In
TW61EW,51.469734,-0.44969,05:55,04:55,London Gatwick Airport,05:55,In
TW62GA,51.473271,-0.487799,05:55,04:55,London Gatwick Airport,05:55,In
DL38NQ,54.525899,-1.575764,10:20,11:20,Manchester Airport,13:20,Out
TW62GA,51.473271,-0.487799,06:05,05:05,London Gatwick Airport,06:05,In
SL18HP,51.538895,-0.663909,05:55,04:55,London Gatwick Airport,05:55,In
BH136EH,50.716261,-1.910206,06:55,07:55,London Gatwick Airport,09:55,Out
AL69RF,51.835904,-0.215158,05:55,04:55,London Gatwick Airport,05:55,In
SG138FB,51.790777,-0.06645,05:55,04:55,London Gatwick Airport,05:55,In
DH15YQ,54.795245,-1.567446,03:35,04:35,Newcastle Airport,06:35,Out
TW122ND,51.422024,-0.372341,06:20,05:20,London Heathrow Airport,06:20,In
ME59HP,51.332917,0.519537,06:20,05:20,London Heathrow Airport,06:20,In
SA312AJ,51.86884,-4.286424,06:20,05:20,London Heathrow Airport,06:20,In
DH23EE,54.847947,-1.581804,03:35,04:35,Newcastle Airport,06:35,Out
BH242HA,50.84303,-1.828171,06:25,05:25,London Heathrow Airport,06:25,In
PO75UA,50.864916,-1.026612,06:25,05:25,London Heathrow Airport,06:25,In
DE560NL,53.006183,-1.42561,06:25,05:25,London Heathrow Airport,06:25,In
DE742XH,52.845317,-1.343872,06:25,05:25,London Heathrow Airport,06:25,In
SM38RX,51.357165,-0.214594,04:55,05:55,London Heathrow Airport,07:55,Out
CM14EP,51.753927,0.473975,06:30,05:30,London Gatwick Airport,06:30,In
SW34SR,51.48688,-0.159091,06:30,05:30,London Gatwick Airport,06:30,In
EN107DX,51.745064,-0.021862,06:30,05:30,London Gatwick Airport,06:30,In
BN73DD,50.93742,-0.061483,06:30,05:30,London Gatwick Airport,06:30,In
TW121DN,51.431545,-0.361875,06:30,05:30,London Gatwick Airport,06:30,In
BS483HX,51.414089,-2.742311,06:30,05:30,London Gatwick Airport,06:30,In
OX155SU,52.033726,-1.412948,06:30,05:30,London Gatwick Airport,06:30,In
HP217NF,51.803931,-0.797088,06:30,05:30,London Gatwick Airport,06:30,In
WV156BU,52.525816,-2.41002,06:35,05:35,London Heathrow Airport,06:35,In
EN107LS,51.751533,-0.017812,06:30,05:30,London Gatwick Airport,06:30,In
TW50SQ,51.486216,-0.370086,06:30,05:30,London Gatwick Airport,06:30,In
TW62GA,51.473271,-0.487799,06:30,05:30,London Gatwick Airport,06:30,In
BL84BQ,53.621483,-2.341318,03:55,04:55,Manchester Airport,06:55,Out
WV30AH,52.582993,-2.145396,06:35,05:35,London Heathrow Airport,06:35,In
NR116LB,52.789079,1.261468,08:55,09:55,London Heathrow Airport,11:55,Out
YO112XF,54.268134,-0.396388,06:45,05:45,London Heathrow Airport,06:45,In
PO144LT,50.853395,-1.270454,06:45,05:45,London Heathrow Airport,06:45,In
UB70DU,51.482652,-0.451398,04:55,05:55,London Heathrow Airport,07:55,Out
S124BY,53.347086,-1.372735,08:55,09:55,London Heathrow Airport,11:55,Out
UB70DU,51.482652,-0.451398,04:55,05:55,London Heathrow Airport,07:55,Out
UB70DU,51.482652,-0.451398,04:55,05:55,London Heathrow Airport,07:55,Out
UB70DU,51.482652,-0.451398,07:55,08:55,London Heathrow Airport,10:55,Out
UB70DU,51.482652,-0.451398,04:55,05:55,London Heathrow Airport,07:55,Out
UB70DU,51.482652,-0.451398,07:55,08:55,London Heathrow Airport,10:55,Out
UB70DU,51.482652,-0.451398,04:55,05:55,London Heathrow Airport,07:55,Out
UB70DU,51.482652,-0.451398,04:55,05:55,London Heathrow Airport,07:55,Out
UB70DU,51.482652,-0.451398,04:55,05:55,London Heathrow Airport,07:55,Out
UB70DU,51.482652,-0.451398,04:55,05:55,London Heathrow Airport,07:55,Out
GL523JA,51.910365,-2.066279,06:35,07:35,Birmingham Airport,09:35,Out
MK464EP,52.170196,-0.666255,07:20,06:20,London Heathrow Airport,07:20,In
GU218UZ,51.308692,-0.609773,07:20,06:20,London Heathrow Airport,07:20,In
BH191DT,50.610444,-1.960623,07:20,06:20,London Heathrow Airport,07:20,In
HR68TF,52.228999,-2.750571,08:55,09:55,London Heathrow Airport,11:55,Out
S261JN,53.351365,-1.25946,08:55,09:55,London Heathrow Airport,11:55,Out
CM144YG,51.627112,0.290485,07:20,06:20,London Heathrow Airport,07:20,In
TA14RE,51.001889,-3.112704,07:25,06:25,London Heathrow Airport,07:25,In
CM111AS,51.630912,0.424127,06:55,07:55,London Gatwick Airport,09:55,Out
CF158RS,51.52009,-3.269264,08:55,09:55,London Heathrow Airport,11:55,Out
NE191HB,55.233175,-2.181712,06:15,07:15,Newcastle Airport,09:15,Out
NR70TZ,52.642891,1.361982,11:05,12:05,London Heathrow Airport,14:05,Out
WN73UF,53.485026,-2.529696,06:00,07:00,Manchester Airport,09:00,Out
LE33GB,52.619161,-1.205617,08:55,09:55,London Heathrow Airport,11:55,Out
DN145JX,53.708453,-0.856731,08:50,07:50,London Gatwick Airport,08:50,In
ST72JS,53.092172,-2.330201,07:20,08:20,Manchester Airport,10:20,Out
SN47BE,51.543035,-1.906633,08:50,07:50,London Gatwick Airport,08:50,In
BH228QN,50.789644,-1.890717,08:50,07:50,London Gatwick Airport,08:50,In
SN160AT,51.585933,-2.103463,08:50,07:50,London Gatwick Airport,08:50,In
BH152NY,50.721041,-1.971013,08:50,07:50,London Gatwick Airport,08:50,In
SK118RL,53.257862,-2.156092,07:20,08:20,Manchester Airport,10:20,Out
PL74DN,50.396996,-4.053638,12:05,13:05,London Heathrow Airport,15:05,Out
TA218DX,50.972735,-3.219729,10:05,11:05,London Heathrow Airport,13:05,Out
B618PU,52.336689,-2.070146,07:25,08:25,Birmingham Airport,10:25,Out
